divergence at cell 0,divergence at cell 1,divergence at cell 2,divergence at cell 3,divergence at cell 4,divergence at cell 5,divergence at cell 6,divergence at cell 7,divergence at cell 8,pressure correction
0.120903775,0.0080010295,0.017692417,0.1166113,0.009658992,0.018481433,0.10711241,0.0071760416,0.016582012,0.0043465463
0.054027483,-0.07318139,-0.1097603,0.07010289,-0.062355965,-0.102475256,0.07997953,-0.057201147,-0.09971748,-0.028060183
-0.08000806,-0.07259543,-0.05682233,-0.0845536,-0.07434914,-0.05867745,-0.089977115,-0.07959109,-0.06394268,-0.03345711
0.003168162,0.002187482,0.0,0.0031688707,0.002177135,0.0,0.0031652367,0.002162124,0.0,0.0009797107
-0.048369467,-0.035140328,-0.024116293,-0.05738464,-0.040799227,-0.02459561,-0.066643834,-0.047550507,-0.02795821,-0.018359652
-0.016830381,-0.016847052,-0.018990714,-0.015096467,-0.017178038,-0.018821474,-0.005372435,-0.016143803,-0.018651351,-0.007730117
0.0004667621,0.0020990316,-0.012116652,-0.008065971,0.00077650324,0.0029635876,-0.0146548785,-0.0072676055,0.0044008438,0.00034942644
-0.012573779,-0.0058159754,-0.00025370717,-0.014534906,-0.0074928626,-0.0016772896,-0.01618883,-0.009147994,-0.00330735,-0.0033717882
-0.0032842495,-0.0019589383,-0.0006296076,-0.0032745134,-0.0019616876,-0.0006321911,-0.0032645017,-0.0019660117,-0.0006350763,-0.0008827594
-0.0747869,-0.117449015,-0.14509487,-0.07886213,-0.14258969,-0.13219976,-0.07970402,-0.12618472,-0.119547874,-0.06416536
-0.10041833,-0.11401284,-0.1146051,-0.109344214,-0.12321499,-0.1020858,-0.13062534,-0.11215988,-0.10470098,-0.055446744
-0.019606197,-0.014768677,-0.011253407,-0.0126798805,-0.022723388,-0.011242207,0.0026396364,-0.020675724,-0.022481095,-0.010225524
-0.03036356,-0.022699594,-0.018788286,-0.040884253,-0.033510517,-0.028512448,-0.047718685,-0.041514643,-0.036369376,-0.015079732
-0.063869596,-0.08146991,-0.1038294,-0.011305258,-0.015703753,-0.01945725,-0.068465605,-0.08845602,-0.07449396,-0.0070666885
-0.030661382,-0.023109727,-0.017386455,-0.0036824495,0.0031808466,0.005781807,0.01675129,0.020667225,0.021203026,0.0014313809
0.00021319091,0.0031698868,0.0047813207,-0.0005401522,0.0027104542,0.0045217425,-0.0017062351,0.0018841475,0.003798604,0.0012197044
-0.001863338,-0.00067139417,0.00052941963,-0.0019606203,-0.00066770613,0.00065246224,-0.0018818863,-0.00065875053,0.0005905591,-0.00030046774
-0.026418515,-0.025654279,-0.025546167,-0.033532128,-0.032803744,-0.032081988,-0.022457354,-0.021443315,-0.0202201,-0.014761684
-0.015170738,-0.014535636,-0.014592197,0.03819052,0.0378199,0.037208,0.0,0.0,0.0,0.02269194
-0.035773873,-0.05287054,-0.07205953,-0.044376493,-0.037998945,-0.040342987,-0.016335487,-0.0069303066,-0.004988104,-0.017099524
-0.010992795,-0.018203944,-0.019954547,0.0094381645,-0.007953107,-0.018794864,0.023418963,0.009376749,-0.011259556,-0.0035788983
0.05274743,0.050370265,0.04473782,-0.059075538,-0.06838882,-0.061819583,-0.03765189,-0.014133003,-0.012036458,-0.030774968
-0.09651899,-0.096244395,-0.09360953,-0.0992571,-0.097947225,-0.092654616,-0.10177559,-0.097807676,-0.092228755,-0.04407625
-0.08285751,-0.10395916,-0.106172085,-0.081889376,-0.111889705,-0.12373538,-0.07318139,-0.1097603,-0.12884109,-0.050350364
-0.0019437596,-0.00073724985,0.00054690614,-0.0019323677,-0.00067569315,0.0005363561,-0.001863338,-0.00067139417,0.00052941963,-0.00030406192
-0.11122565,-0.097855665,-0.081179164,-0.08931775,-0.074292585,-0.057303324,-0.06012328,-0.046318397,-0.03060592,-0.033431664
0.038065653,0.0296541,0.019003548,0.03898155,0.03203508,0.024370816,0.034854036,0.02996612,0.023695353,0.014415785
0.0010093674,0.008242138,0.017062403,0.021571733,0.02348119,0.025000967,0.023716483,0.028305605,0.029105633,0.010566535
-0.059808135,-0.09406972,-0.078473225,-0.057176232,-0.09505153,-0.08258706,-0.0662061,-0.08349672,-0.07955624,-0.042773187
-0.09057997,-0.09047118,-0.090502255,-0.0896792,-0.089715466,-0.0905884,-0.08939231,-0.08916451,-0.08973867,-0.04037196
-0.081889376,-0.111889705,-0.12373538,-0.07318139,-0.1097603,-0.12884109,-0.062355965,-0.102475256,-0.12755033,-0.049392134
-0.07548441,-0.01294709,-0.029458225,-0.06662141,-0.021208279,-0.04022055,-0.054612573,-0.02549966,-0.046575386,-0.009543725
-0.0436595,-0.048243795,-0.050788995,-0.03683105,-0.041966278,-0.045224886,-0.030483225,-0.03270978,-0.035251595,-0.018884825
0.03202342,0.032414466,0.03143231,0.0049721487,0.02219709,0.031477414,0.025060326,0.0061273314,-0.003937822,0.009988691
0.00043185055,0.0031309724,0.004088044,0.00021319091,0.0031698868,0.0047813207,-0.0005401522,0.0027104542,0.0045217425,0.001426449
-0.12072262,-0.115839064,-0.10673162,-0.12017016,-0.118355185,-0.11534606,-0.11810903,-0.115459085,-0.11314193,-0.05325983
0.00047267973,0.0025351308,0.004269503,0.0022790767,0.0035167634,0.004448995,0.0018254109,0.0031621978,0.0036679283,0.0015825435
0.0044008438,0.0026396364,-0.020675724,-0.0001649484,0.008450359,-0.0062559303,-0.007239148,0.004089359,-0.00059372,0.0038026616
-0.02459561,-0.014734063,-0.029003814,-0.02795821,-0.015277451,-0.031146005,-0.032517668,-0.016138334,-0.034094714,-0.006874853
-0.07979507,-0.021325994,-0.001390975,-0.083022244,-0.022134587,-0.0048019364,-0.08262748,-0.023270167,-0.010054097,-0.009960564
-0.10442343,-0.13227487,-0.13374153,-0.117449015,-0.14509487,-0.1217245,-0.14258969,-0.13219976,-0.1264155,-0.06529269
-0.11185062,-0.10804052,-0.10487392,-0.117528036,-0.11235278,-0.107108586,-0.11686449,-0.116227046,-0.11289038,-0.05055875
-0.009151656,-0.04644965,-0.024695078,0.004185654,-0.05386114,-0.0263358,0.001182437,-0.036176145,-0.039071016,-0.024237514
-0.024194695,-0.010966964,-0.00149801,-0.022299852,-0.0072505735,-0.015687019,-0.020107478,-0.0039033312,-0.032156095,-0.003262758
-0.008175287,-0.007891513,-0.0045576096,-0.008910134,-0.0075694546,-0.0045509003,-0.009647604,-0.0070666745,-0.0045421794,-0.0034062546
0.004781753,0.0010123551,0.0011287034,-0.00283774,-0.0009333119,0.00049846247,-0.0019437596,-0.00073724985,0.00054690614,-0.00041999033
0.021313876,0.021960765,0.023011282,0.023195758,0.024683833,0.026324421,0.021364555,0.024099767,0.026478007,0.011107724
0.012491416,0.0051436424,-0.008731533,-0.022838973,-0.013732724,-0.011657707,-0.016173098,-0.039133843,-0.021297202,-0.0061797258
0.029142559,0.029683143,0.027750641,0.025232226,0.017211616,0.0039396286,0.0009996593,-0.012528598,-0.030286849,0.007745227
-0.007313825,-0.0060622767,-0.004788194,-0.0015420392,-0.00037655234,0.0015968755,0.028848626,0.010991145,0.011329532,-0.00016944855
-0.013896951,-0.0125452895,-0.011199504,-0.0070972443,-0.0061673895,-0.0050626546,0.052536666,0.05274743,0.050370265,-0.0027753252
-0.037985325,-0.07886213,-0.14258969,-0.05739528,-0.07970402,-0.12618472,-0.083633035,-0.07982372,-0.10888816,-0.03586681
-0.010525204,-0.020136178,-0.024142198,-0.010913059,-0.020929806,-0.025193214,-0.011235051,-0.021601215,-0.02617608,-0.009418412
-0.031146005,-0.012893803,-0.022362128,-0.034094714,-0.013186477,-0.023216106,-0.037210602,-0.01351095,-0.024677161,-0.0059339143
-0.0018957146,-0.00063868053,0.00071258843,-0.0018859487,-0.0006368831,0.0007168278,-0.0018717144,-0.0006336272,0.00071746856,-0.00028659738
-0.0032645017,-0.0019660117,-0.0006350763,-0.0032539042,-0.0019648746,-0.000637589,-0.0032427032,-0.001954982,-0.00064167567,-0.0008841935
-0.075956166,-0.080873765,-0.086778246,-0.045426257,-0.04536835,-0.049093485,-0.022886738,-0.016653448,-0.01601033,-0.020415757
-0.0029256642,-0.0016433075,-0.00043927133,-0.002866177,-0.0016635861,-0.0003921464,-0.0027769245,-0.0016368832,-0.00033539906,-0.00074861373
-0.005675722,-0.004767742,-0.0035316423,-0.0057827234,-0.0046968423,-0.0034504347,-0.0058762133,-0.0046224482,-0.003365256,-0.002113579
0.009376749,-0.011259556,-0.005320266,0.022031754,-0.0026249886,-0.004161909,0.024576724,0.0055403113,-0.0028279722,-0.0011812449
-0.0006321911,0.00062696077,0.0018712627,-0.0006350763,0.00065244455,0.0018654782,-0.000637589,0.0006705355,0.0018610107,0.00029360005
-0.0042959144,-0.023157345,-0.015713785,0.00390465,-0.010292002,-0.022199709,0.0004667621,0.0020990316,-0.012116652,-0.0046314006
0.01050055,-0.0017070174,0.011367828,0.0101877,-0.0025744885,0.008622751,0.007110864,-0.0053192973,0.0037281364,-0.0011585198
-0.41545486,-0.05312863,-0.113435134,-0.44469315,-0.06099513,-0.11609213,-0.46564263,-0.06727378,-0.117289744,-0.027447809
0.0,0.0,0.0,-0.008984171,-0.010722591,-0.008975256,-0.005231496,-0.0002351366,-0.0010805316,-0.006433554
0.008366954,0.011496972,0.012913879,-0.0037785433,0.003453374,0.009018112,-0.017992359,-0.010130819,-0.0029759668,0.0015540182
-0.013903455,-0.003498247,-0.019711295,-0.0118423095,-0.00048262905,-0.026211958,-0.0157095,-0.010325144,-0.012511412,-0.00021718307
0.0,-0.095948935,0.0948188,0.0,-0.16399425,0.078837514,0.0,-0.23654899,0.058112055,-0.09839655
-0.014541276,-0.033967797,-0.040749323,-0.014758304,-0.035617426,-0.043158744,-0.014913768,-0.035456885,-0.04300831,-0.016027842
-0.11142799,-0.12543952,-0.1294782,-0.113435134,-0.12703301,-0.12982757,-0.11609213,-0.1301291,-0.13218144,-0.05716485
0.01723662,0.02145958,0.023195758,0.00931865,0.015351653,0.021364555,-0.0041816533,0.0036149174,0.011429548,0.0069082435
-0.08581084,-0.072228484,-0.018996887,-0.0895013,-0.07979507,-0.021325994,-0.090502255,-0.083022244,-0.022134587,-0.03590778
-0.010287315,-0.0039476603,0.0008318424,-0.012573779,-0.0058159754,-0.00025370717,-0.014534906,-0.0074928626,-0.0016772896,-0.002617189
0.002377905,-0.0019122846,-0.017592218,0.0020725876,0.008624185,0.019351482,0.0020142496,0.004701283,0.003530223,0.003880883
0.0220927,-0.08285751,-0.10395916,0.03725007,-0.081889376,-0.111889705,0.054027483,-0.07318139,-0.1097603,-0.036850218
0.017692417,0.0172396,0.014649451,0.018481433,0.015980393,0.013207614,0.016582012,0.009673297,0.007214606,0.0071911765
-0.018119127,-0.011767775,-0.0041816533,-0.039705217,-0.0322845,-0.023106217,-0.06625503,-0.058179826,-0.047588468,-0.014528024
-0.10470098,-0.1072821,-0.106602594,-0.11304578,-0.112136826,-0.10980314,-0.117201895,-0.113941096,-0.110845946,-0.05046157
-0.015796147,-0.005393993,0.016309472,-0.114655524,-0.0854752,-0.120311484,0.0057174116,0.010524824,0.026638284,-0.03846384
-0.046072815,-0.041925043,-0.04541809,-0.024996575,-0.02600555,-0.037015516,-0.005547384,-0.011127281,-0.028842332,-0.011702497
0.0022790767,0.0035167634,0.004448995,0.0018254109,0.0031621978,0.0036679283,0.001852002,0.003215909,0.0033564493,0.001422989
-0.0808369,-0.09194852,-0.09468053,0.015842646,0.015817672,0.016512752,-0.04207562,-0.018955216,-0.0055083036,0.007117952
-0.0019405186,-0.0006257333,0.000591347,-0.0019499585,-0.0006205309,0.0005975086,-0.0019561592,-0.00062238425,0.00060407445,-0.0002792389
-0.16285329,-0.16456224,-0.1638128,-0.0005643666,-0.00079640746,-0.0005843565,-0.008340299,-0.009824008,-0.0087995455,-0.00035838335
0.012913879,0.0127970055,0.011926606,0.009018112,0.010331497,0.00917013,-0.0029759668,0.001674924,0.0012192577,0.0046491735
0.007390585,-0.00022231229,-0.021952996,0.015314225,0.0066481214,-0.01718679,0.019872006,0.010336277,-0.013825787,0.0029916544
0.0018725768,0.0031510182,0.002133375,0.001875855,0.0031531975,0.0021647848,0.0018619932,0.0031395368,0.0021987315,0.0014189389
-0.08845602,-0.07449396,-0.06473148,-0.09406972,-0.078473225,-0.07036181,-0.09505153,-0.08258706,-0.074906915,-0.03531295
-0.017916948,-0.013862945,-0.013067797,-0.020005435,-0.016428329,-0.015736759,-0.022349536,-0.019163541,-0.01855696,-0.007392748
0.09062077,0.082214154,0.067245536,-0.1599925,-0.11655796,-0.17133883,-0.100896336,-0.087604985,-0.041484125,-0.05245108
-0.0019589383,-0.0006296076,0.00061260164,-0.0019616876,-0.0006321911,0.00062696077,-0.0019660117,-0.0006350763,0.00065244455,-0.00028448598
-0.07192946,-0.11005944,-0.11342978,-0.0710242,-0.102259204,-0.09733702,-0.06759857,-0.0935774,-0.08278517,-0.04601664
-0.015006788,-0.0036824495,0.0031808466,0.0076928437,0.01675129,0.020667225,0.022115655,0.024753891,0.02566024,0.00753808
-0.12982757,-0.12662685,-0.12313068,-0.13218144,-0.1270267,-0.122137904,-0.1367476,-0.13080883,-0.123701915,-0.057162017
0.0,-0.48826912,-0.0710242,0.0,-0.49290684,-0.06759857,0.0,-0.48512605,-0.060016047,-0.2957441
0.0019906908,0.0031683631,0.0028055385,0.002026789,0.0032284595,0.003111843,0.0020654872,0.0033625402,0.0037083067,0.0014528068
0.006205976,0.01740105,0.0,0.009842448,0.031247798,0.0,0.0060333386,0.0,0.0,0.014061509
-0.00065875053,0.0005905591,0.0017998479,-0.00071359053,0.0005678795,0.0018535927,-0.0006638095,0.00059521943,0.0018724054,0.00025554578
-0.0019330196,-0.0006436948,0.00069245603,-0.0019220132,-0.00064149685,0.0007037353,-0.0019065421,-0.00064323656,0.0007089488,-0.0002886736
0.010991145,0.011329532,0.013066698,-0.054900188,-0.04340043,-0.04006123,-0.009379176,-0.007256096,-0.005714275,-0.019530192
-0.0105309095,-0.0056074653,-0.0043271016,-0.008446893,-0.0055433623,-0.004269136,-0.006747132,-0.0054912977,-0.0042209346,-0.002494513
-0.07426083,-0.075956166,-0.080873765,-0.050598815,-0.045426257,-0.04536835,-0.035191014,-0.022886738,-0.016653448,-0.020441815
-0.033941776,-0.04211764,-0.033482254,-0.016339079,-0.01229237,-0.007242933,-0.007496059,-0.008789033,-0.006633863,-0.005531566
-0.005691152,-0.004394399,-0.0031218976,-0.0056074653,-0.0043271016,-0.0030543655,-0.0055433623,-0.004269136,-0.002995925,-0.0019471957
0.012218267,0.024071708,0.026962407,0.012210168,0.02823561,0.03208316,0.0011671893,0.02632935,0.034419023,0.012706025
-0.01618883,-0.009147994,-0.00330735,-0.017703444,-0.010743998,-0.0050725862,-0.019035041,-0.0124056935,-0.0070450455,-0.004834799
-0.011459678,0.011224449,0.008113027,-0.0061448216,0.012244046,-0.0064283907,-0.00030702353,0.0057450533,-0.023945183,0.0055098203
0.0031853113,0.0026791673,0.0,0.0031864885,0.002577681,0.0,0.0031829067,0.00249907,0.0,0.0011599564
-0.039133843,-0.021297202,-0.023625622,-0.019874826,-0.040748216,-0.025674328,-0.022864558,-0.023475021,-0.024045957,-0.018336697
0.051897064,0.052536666,0.05274743,-0.081359714,-0.060819395,-0.059075538,-0.049677223,-0.049025893,-0.03765189,-0.027368726
-0.7142186,-0.07226813,-0.048420027,-0.62867975,-0.044379607,-0.05376722,-0.5673573,-0.032447904,-0.037776664,-0.019970823
-0.044037275,-0.04175386,-0.036938198,-0.04529548,-0.042210937,-0.037381742,-0.045408335,-0.04194169,-0.037310995,-0.018994922
0.0,0.0,0.0,-0.052589763,-0.042464875,-0.032935504,-0.16080332,-0.15403241,-0.14391288,-0.025478924
0.03191638,0.03181845,0.031205773,0.031431258,0.031714678,0.03163895,0.029770732,0.03105262,0.031370044,0.014271605
-0.11462197,-0.1599925,-0.11655796,-0.09777494,-0.100896336,-0.087604985,-0.020343535,-0.018453315,-0.022571273,-0.04540335
-0.07780141,-0.09429157,-0.11720604,-0.096755505,-0.11860725,-0.107424796,-0.11401284,-0.1146051,-0.100557,-0.053373262
0.0094381645,-0.007953107,-0.018794864,0.023418963,0.009376749,-0.011259556,0.027264565,0.022031754,-0.0026249886,0.004219537
-0.008746073,-0.006631419,-0.044101276,-0.00728257,-0.006120801,-0.0047038347,-0.0050271153,-0.005605012,-0.004533112,-0.0027543604
-0.0057741217,-0.0049158894,-0.0036686286,-0.005633937,-0.004835492,-0.0036056712,-0.005675722,-0.004767742,-0.0035316423,-0.0021759714
-0.010011852,-0.00891695,-0.007924274,0.05421776,0.052217588,0.051897064,-0.11277312,-0.09968242,-0.081359714,0.023497913
-0.0022414625,-0.0009211078,-7.56979e-05,0.16118425,0.13609636,0.123860285,-0.13619933,-0.13200785,-0.12845367,0.06124336
0.014558546,0.024231888,0.031585522,0.012570787,0.01278723,0.021315552,0.023912702,0.014954001,0.0114678,0.0057542534
0.1166113,0.009658992,0.018481433,0.10711241,0.0071760416,0.016582012,0.09557456,0.0021956265,0.008356512,0.0032292185
0.0040293317,-0.010627644,-0.0146548785,0.013386998,0.0009473823,-0.015347898,0.014256287,0.011815395,-0.0070242435,0.00042632202
-0.0107990075,-0.007987203,-0.0027201101,-0.010154346,-0.009177165,-0.005975183,-0.010031575,-0.008724697,-0.008064998,-0.004129724
-0.005435734,-0.012773078,-0.009599295,-0.003498247,-0.019711295,-0.0078237625,-0.00048262905,-0.026211958,-0.030951168,-0.008870083
-0.015458524,-0.017443806,-0.014534906,-0.017524555,-0.01933667,-0.01618883,-0.019326657,-0.020843908,-0.017703444,-0.008701501
-0.1638128,-0.16080332,-0.15403241,-0.0005843565,9.62615e-06,0.0013465285,-0.0087995455,-0.008180246,-0.008624777,4.3317673e-06
-0.011740949,-0.011646567,-0.006695399,-0.006776992,-0.007283712,-0.0057255607,-0.009873088,-0.00856982,-0.003960807,-0.0032776701
-0.021297202,-0.023625622,-0.0060845558,-0.040748216,-0.025674328,-0.0062137432,-0.023475021,-0.024045957,-0.0130829215,-0.011553448
-0.07982372,-0.10888816,-0.12323614,-0.056707643,-0.08906269,-0.10811527,-0.025357224,-0.05144268,-0.07454592,-0.04007821
-0.004503658,-0.003228685,-0.0019425247,-0.004492337,-0.0032149125,-0.0019330196,-0.004480729,-0.0032009818,-0.0019220132,-0.0014467106
-0.022571273,-0.017797157,0.0038909167,-0.02167485,-0.009151656,-0.04644965,-0.018271483,0.004185654,-0.05386114,-0.004118245
-0.0053793415,-0.0041316748,-0.0028670188,-0.00535471,-0.0040735677,-0.0028657205,-0.004927392,-0.0029039644,-0.0021634996,-0.0018331055
0.13985887,-0.008836806,0.007948518,0.1340937,-0.012667149,0.0039423704,0.12688273,-0.015324473,0.0028992891,-0.005700217
-0.048942804,-0.08126138,-0.09937158,-0.05287054,-0.07205953,-0.08053704,-0.037998945,-0.040342987,-0.04117492,-0.032426786
-0.0094744945,-0.010426782,-0.010361524,-0.014937487,-0.011242845,-0.010944102,-0.016005559,-0.01430533,-0.010242114,-0.00505928
0.0,0.0,0.0,-0.02367392,-0.026648633,-0.027270418,-0.0808369,-0.09194852,-0.09468053,-0.015989179
0.0,0.0,0.0,-0.023065588,-0.023103284,-0.019864047,-0.08930399,-0.07998383,-0.06685884,-0.01386197
-0.014196783,-0.009198107,-0.008089565,-0.015947,-0.011443667,-0.010493323,-0.017916948,-0.013862945,-0.013067797,-0.00514965
-0.14258969,-0.13219976,-0.1264155,-0.12618472,-0.119547874,-0.12346756,-0.10888816,-0.12323614,-0.1242615,-0.05379654
-0.10082236,-0.09733501,-0.09078266,-0.09180263,-0.086757764,-0.08040178,-0.06634409,-0.058111012,-0.050787248,-0.039040994
-0.00022470951,-0.0005643666,-0.00079640746,-0.0075742602,-0.008340299,-0.009824008,0.013133228,0.012557358,0.011660367,-0.0037531345
-0.027253278,-0.11416268,-0.023097008,-0.02685647,-0.035717934,-0.023847278,-0.014807627,-0.016682414,-0.015572597,-0.01607307
-0.026679805,-0.013566149,-0.047786348,-0.026508298,-0.012640737,-0.04360024,-0.025069516,-0.012436513,-0.039729264,-0.0056883316
-0.00064149685,0.0007037353,0.0018697986,-0.00064323656,0.0007089488,0.001871815,-0.00063868053,0.00071258843,0.0018733013,0.00031902696
-0.019121211,-0.017751087,-0.016613957,0.047952786,0.09062077,0.082214154,-0.11462197,-0.1599925,-0.11655796,0.040779345
-0.029131092,-0.023052372,-0.020280562,-0.026889099,-0.022433951,-0.016958194,-0.012664685,-0.0070571285,-0.0075109676,-0.010095278
-0.011235051,-0.021601215,-0.02617608,-0.01152233,-0.022069998,-0.026920103,-0.011799872,-0.022240706,-0.027280658,-0.009931499
-0.019068263,-0.022949308,-0.024160162,-0.020136178,-0.024142198,-0.025325343,-0.020929806,-0.025193214,-0.026487425,-0.010863989
-0.017847504,-0.032208055,-0.03683105,-0.023823045,-0.032875743,-0.030483225,-0.023097008,-0.023274934,-0.0137064215,-0.014794084
-0.03839831,-0.06323808,-0.07255035,-0.031149551,-0.057225995,-0.068810895,-0.028183773,-0.053858534,-0.066457406,-0.025751697
-0.00872539,-0.022418976,-0.016042635,-0.017464265,-0.019824132,-0.017551407,-0.015588522,-0.019294724,-0.017109856,-0.00892086
-0.14526829,-0.14786343,-0.11462197,-0.1038294,-0.11355573,-0.09777494,-0.01945725,-0.021062776,-0.020343535,-0.051100075
-0.015588522,-0.019294724,-0.017109856,-0.015426382,-0.022945538,-0.01677809,-0.016097054,-0.030414015,-0.016599678,-0.010325492
-0.03019166,-0.048042655,-0.06497863,-0.06361824,-0.07780141,-0.09429157,-0.087949365,-0.096755505,-0.11860725,-0.035010632
-0.027950235,-0.024404064,-0.01566048,-0.03250446,-0.028765187,-0.020854302,-0.03971172,-0.031037033,-0.02451434,-0.012944333
-0.01820971,0.023895249,0.040528826,-0.04324075,0.002407712,0.031558245,-0.064285226,-0.021526571,0.008086396,0.0010834703
-0.016175162,-0.015096467,-0.017178038,-0.011800741,-0.005372435,-0.016143803,-0.04981727,-0.006758528,-0.009441417,-0.0024175956
-0.020136178,-0.024142198,-0.025325343,-0.020929806,-0.025193214,-0.026487425,-0.021601215,-0.02617608,-0.02773995,-0.011336946
-0.12168445,-0.114655524,-0.0854752,0.004327528,0.0057174116,0.010524824,-0.019954547,-0.01380004,-0.006495148,0.0025728352
-0.0064671636,0.10478234,-0.0061448216,-0.03940931,0.102335215,-0.00030702353,-0.095948935,0.0948188,0.004817188,0.046050847
-0.038888097,-0.028728284,-0.019736242,-0.032752976,-0.03053812,-0.029520031,-0.036418974,-0.03555025,-0.03496974,-0.0137421535
0.02554483,0.02486433,0.020171646,0.020219587,0.027287856,0.027938623,-0.009905472,0.0047850013,0.0131517425,0.012279535
-0.12251672,-0.11654088,-0.11185062,-0.1279706,-0.12309053,-0.117528036,-0.11469968,-0.11688416,-0.11686449,-0.055390738
-0.0077245636,-0.0012686364,-0.0041692266,0.009109717,0.03570819,0.019558944,0.0,0.0,0.0,0.021424912
-0.08931775,-0.074292585,-0.057303324,-0.06012328,-0.046318397,-0.03060592,-0.028581366,-0.01780694,-0.004990414,-0.020843279
0.0,-0.25342757,0.03725007,0.0,-0.21995504,0.054027483,0.0,-0.18859962,0.07010289,-0.13197301
-0.012908507,-0.040783,-0.042809494,-0.011933245,-0.03308645,-0.034001946,-0.010694085,-0.02518169,-0.02500988,-0.014888901
-0.003831327,0.01346302,0.02239266,-0.008836806,0.007948518,0.017306834,-0.012667149,0.0039423704,0.0136864185,0.0035768328
-0.017046476,-0.01608362,-0.015078588,-0.010011852,-0.00891695,-0.007924274,0.05421776,0.052217588,0.051897064,-0.0040126275
0.113585845,0.15305923,0.1696067,-0.15386897,-0.14014213,-0.14274552,-0.038904503,-0.030075997,-0.020439044,-0.06306396
-0.012116652,-0.019606197,-0.014768677,0.0029635876,-0.0126798805,-0.022723388,0.0044008438,0.0026396364,-0.020675724,-0.005705946
-0.013277352,-0.033941776,-0.04211764,-0.019684643,-0.016339079,-0.01229237,-0.014965087,-0.007496059,-0.008789033,-0.007352585
-0.040748216,-0.025674328,-0.0062137432,-0.023475021,-0.024045957,-0.0130829215,-0.024668045,-0.023770066,-0.02168605,-0.01082068
-0.03308645,-0.034001946,-0.03642729,-0.02518169,-0.02500988,-0.028305057,-0.018494194,-0.017084427,-0.020284597,-0.011254446
-0.049566478,-0.053616695,-0.05427209,-0.04960474,-0.05321113,-0.053913206,-0.046433218,-0.049498275,-0.050289407,-0.023945007
-0.005385967,-0.004169507,-0.0028535854,-0.005439816,-0.004194703,-0.0029955953,-0.005420156,-0.004185902,-0.002915455,-0.0018876162
-0.04458873,-0.11142799,-0.12543952,-0.05312863,-0.113435134,-0.12703301,-0.06099513,-0.11609213,-0.1301291,-0.05104581
-0.13456291,-0.12731916,-0.103357315,-0.13640009,-0.13553968,-0.11989988,-0.12626576,-0.12677109,-0.118175894,-0.060992856
-0.031187564,-0.030039951,-0.02941227,-0.0092230365,-0.013277955,-0.018371575,0.051987916,0.021099374,0.0052061304,-0.0059750797
0.10697621,0.1455632,-0.0028921664,0.105306774,0.15111431,0.003936738,0.090227395,0.14854087,0.0015484095,0.06800144
-0.0050725862,-0.0037890077,-0.0032124892,-0.0070450455,-0.0058260337,-0.005009234,-0.009198107,-0.008089565,-0.0070479736,-0.0026217152
-0.023225658,-0.020366207,-0.014196783,-0.024160162,-0.021536648,-0.015947,-0.025325343,-0.02296196,-0.017916948,-0.009691492
-0.020499755,-0.009972535,-0.083015665,-0.021021888,-0.007393958,-0.06049117,-0.023625622,-0.0060845558,-0.04011163,-0.003327281
-0.05287054,-0.07205953,-0.08053704,-0.037998945,-0.040342987,-0.04117492,-0.0069303066,-0.004988104,-0.0037867576,-0.018154344
-0.061074372,-0.054900188,-0.04340043,-0.011385605,-0.009379176,-0.007256096,-0.0066856723,-0.005385967,-0.004169507,-0.004220629
0.013066698,0.02717023,0.024329705,-0.04006123,-0.019152232,-0.015069559,-0.005714275,-0.0068406314,-0.004830178,-0.008618504
-0.012963414,-0.033140942,-0.016136602,-0.008953646,-0.028373688,-0.015612684,-0.0070815384,-0.02099476,-0.01482854,-0.01276816
-0.0146548785,-0.0072676055,0.0044008438,-0.015347898,-0.0141418725,-0.0001649484,-0.0070242435,-0.017013852,-0.007239148,-0.0063638426
-0.015989877,-0.06662141,-0.021208279,-0.014629766,-0.054612573,-0.02549966,-0.0138922185,-0.052016277,-0.031448543,-0.024575658
-0.010169569,-0.017511271,-0.0037785433,-0.01294709,-0.029458225,-0.017992359,-0.021208279,-0.04022055,-0.032033652,-0.013256201
-0.005547384,-0.011127281,-0.028842332,0.007390585,-0.00022231229,-0.021952996,0.015314225,0.0066481214,-0.01718679,-0.000100040525
0.019716412,0.024308115,0.026196942,0.0064798295,0.016824707,0.023011088,-0.011971831,0.0009420216,0.011914015,0.007571118
0.0018675923,0.0031853113,0.0026791673,0.0018668808,0.0031864885,0.002577681,0.0018684529,0.0031829067,0.00249907,0.0014339198
-0.022199709,-0.012860896,-0.014672777,-0.012116652,-0.019606197,-0.014768677,0.0029635876,-0.0126798805,-0.022723388,-0.0088227885
-0.041000634,-0.012908507,-0.040783,-0.042724,-0.011933245,-0.03308645,-0.0476844,-0.010694085,-0.02518169,-0.00536996
-0.015658796,-0.014156785,-0.006721206,-0.016938068,-0.014794093,-0.0067205057,-0.018128045,-0.015377371,-0.0067426786,-0.0066573415
-0.09971748,-0.12722975,-0.13640009,-0.08234097,-0.11473648,-0.12626576,-0.048942804,-0.08126138,-0.09937158,-0.051631417
-0.0015771538,0.0244558,0.024110109,0.020633966,0.042456865,0.050594807,0.003260374,0.032992966,0.02114956,0.019105589
